Date;Sexe;Age;Rura;Card;Etud;pro;parent;parent2;Retraite;Regime_B;végétarien;diabétique;gluten;C_leg;C_frui;C_fec;C_lait;C_viaB;C_viaR;C_poi;C_indu;C_light;Pd_Frais;Crit_influe_C;Choix;Etiqt;Pub;5fj;5flj_p;reco;reco_P;A_patho;A_sante;Mangé_E;Repas;VF_Eq;VF_Su;VF_HO;VF_Fec;VF_soir;VF_saut;VF_Eq_Reg;VF_Eq_bon;VF_medi;pdp;modif;info;momnt;Qst;diét
2021-11-22 15:19:18.137;Femme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;5 x par semaine;1 x par jour;A tous les repas;Très rarement;5 x par semaine;1 x par semaine;Très rarement;1 x par jour;Jamais;Oui;Gout;Je regarde l'étiquette nutritionelle;Je fais avec yuka.;Non;J'esaye d'appliquer;La flemme de faire à manger;Oui;Jus de legume et fruit poir detoxification du corps ;Oui;Oui;Manger des proteines legumes féculents et prendrebun bin petit dej pain complet jambon œufs ou autres ;Riz mait de coco crevette avec legume thai;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Arreter le grignotage plus de soda et plus de sucre ;Manger plus équilibré pour perdre mes 10kg. Mais pas encore commence ;Non;Collège;Non;Ils pensent savoir comment faire 
2021-11-22 15:20:49.318;Femme;18-34;Rural;Sud;Bac +5;Etudiant;;;;Non;False;False;False;A tous les repas;3 x par semaine;5 x par semaine;1 x par jour;1 x par semaine;Très rarement;3 x par semaine;Très rarement;Très rarement;Oui;Gout, Santé;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;les produits laitiers;Oui;Oui;manger sain, de tout, varié, selon les saisons;courgettes, oignon, poisson blanc;Non;Oui;Non;Non;Non;Non;Non;Non;Non;manger en moindre quantité, eviter les féculents le soir, et faire du sport, avoir une bonne hygiène de vie;non;Non;Collège;non;car c'est un médecin, et qu'ils n'ont pas envie d'associer la nourriture à une possible maladie
2021-11-22 15:21:59.460;Homme;18-34;Citad;Sud;Bac+3;Profession libérale;;;;Non;False;False;False;1 x par jour;Jamais;1 x par jour;Très rarement;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Aliment rassasiant;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Limiter les produits transformé ;Oui;Oui;50% végétal 25% protéine et 25% féculent en vulgarisant;Salade riz lentilles courgettes;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui, Non;/;"Limiter les fast food
Santé ";Non;Collège;Non;Personne ne remet en question son alimentation. Influences des publicités, lobby. La population est drogué au sucre mais peu veulent s'en rendre compte. 
2021-11-22 15:22:00.916;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;Cadre;;Oui;False;False;True;A tous les repas;1 x par jour;3 x par semaine;Très rarement;3 x par semaine;Très rarement;3 x par semaine;Très rarement;Jamais;Oui;Gout, Santé;Je regarde le prix, Je regarde la provenance du produit;Je regarde surtout les ajouts d'additifs ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Ne pas abuser des produits laitiers comme les medias ont tendance à l'exprimer. Consommer beaucou d'acides gras, omegas 3, peu de viande rouge, et bien plus que 5 fruits et legumes qui ne restent que le strict minimum;Oui;Oui;Des oleagineux, de la proteine sous plusieurs formes, un minimum de glucides, manger le moins transformé possible...;Une entrée avec legumes/fruits crus de saison avec plusieurs huiles vegetales crus, des graines/noix, graines germées. Filet de truite, une poêlée quinoa et divers legumes de saisons, un ajout de quelques legumes lactofermentés;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Cuisiner sans haute cuisson pour garder les nutriments, utiliser le jeune intermittent, la monodiete, le miam-o-fruit de France Guillain, etre dans le mouvement. Tout depend de la situation, de la saison, de mon etat physio-pshychologique;L'élimination du gluten et du lactose pour ma sensibilité intestinale, diminution du sucre et des diverses sortes de glucides pour retrouver une harmonie de ma pleine santé. Rarefication de la viande rouge pour l'humeur;Non;Lycée;Non;La peur du jugement? Et egalement parce que les ecoles de dietetique n'ont pas toujours les conseils les plus ajustés à la personne
2021-11-22 15:22:30.920;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Salarié;;;Non;False;False;False;A tous les repas;Très rarement;1 x par jour;A tous les repas;3 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;Jamais;Oui;Gout, Aliment rassasiant;Je regarde le prix, Je regarde la provenance du produit;Calorie;Non;Oui je connais, J'esaye d'appliquer;;Oui;Pas trop gras pas trop sucré pas trop salé;Oui;Oui;Varié les plats ;Une salade, blanc de dinde riz;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Cuisiner plus;Les sodas sont supprimés désormais pour boire plus d'eau ;Oui;Collège, Lycée, Faculté;Oui. Est ce correct ? Est-ce la cause de mes soucis de santé ?;Trop cher
2021-11-22 15:22:33.015;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;Chomeur;;Non;False;False;False;Très rarement;Jamais;A tous les repas;Très rarement;3 x par semaine;5 x par semaine;Très rarement;1 x par jour;Jamais;Non;Aliment rassasiant, Le prix;Je regarde le prix;;Non;Je n'applique pas;Premièrement 5 fruits et légumes par jours ça ne veut rien dire on a pas de comparaison ni d’indication. ;Oui;Pas trop gras ni trop sucré ;Oui;Oui;Un repas avec dans l’assiette 1/2 légume et 1/4 féculent 1/4 viande ;J’ai pas de repas équilibré mais un que je fais 1 fois par an c’est steak frais haricot verts pomme de terre ;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Revoir mon alimentation ;Non ;Non;Lycée;Non;Prix et flemme
2021-11-22 15:23:23.087;Femme;18-34;Citad;Sud;Bac+3;Etudiant;;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par semaine;1 x par jour;5 x par semaine;5 x par semaine;3 x par semaine;1 x par jour;5 x par semaine;Non;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Eau, viande, poisson frais, salade;Non je ne connais pas;;Non;;Oui;Oui;La santé ;Les crêpes marocain « msemen » ;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Ne pas manger les grasses ;Non;Oui;Collège;Comment je peux équilibrer entre mes plats dans ma journée ?;Je sais pas 
2021-11-22 15:23:53.560;Homme;18-34;Citad;Sud;Bac +5;Etudiant;Salarié;;;Non;False;False;False;3 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;3 x par semaine;1 x par semaine;Très rarement;Oui;Santé, Aliment rassasiant;Je regarde l'étiquette nutritionelle;Quantité de protéines, lipides et glucides;Non;Oui je connais, J'esaye d'appliquer;;Oui;Éviter la viande saignante qui concentre énormément de bactéries;Oui;Oui;Manger équilibré c'est manger le nécessaire pour ne pas être être en déficit calorique et pratiquer une activité sportive;Poulet au curry avec du riz basmati ou noir, une petite salade composée, une portion de fromage et une pomme;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Faire du sport et maîtriser ma consommation alimentaire;Dans le but de prendre du poids je mange beaucoup plus calorique que de base ;Oui;Lycée;Non;Parce que c'est probablement cher 
2021-11-22 15:24:02.138;Homme;18-34;Citad;Sud;Bac+3;Salarié;;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par jour;1 x par jour;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Santé, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Protéines, Lipides, Glucides, Marqueurs d'ultra transformation;Non;Oui je connais, Je n'applique pas;C'est pas nécessaire d'avoir 5 fruits et légumes par jour si on a une alimentation équilibré. Je trouve 3 fruits et légumes ça serait plus réaliste;Non;ne mangez pas trop gras, trop sucré, trop salé;Oui;Oui;avoir un apport calorique cohérent par rapport à notre dépense énergétique. Ne pas manger de produits ultra transformés, manger un peu de tout en quantité raisonnable,;légumes (courgettes, carottes, oignon, etc) avec du saumon et une portion de riz. Du raisin en dessert;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;une dépense énergétique plus importante que mon apport énergétique;j'évite les aliments ultra transformés car c'est mauvais pour ma santé, il y a peu d'apport et beaucoup d'aditifs;Oui;Lycée, Faculté, Milieu professionel;Non;Le coût, peur de ne pas aller vers une personne compétente, nutritionniste associé à des problèmes de santé
2021-11-22 15:24:15.758;Homme;18-34;Citad;Sud;Bac;Etudiant;Cadre;;;Non;False;False;False;1 x par semaine;3 x par semaine;5 x par semaine;5 x par semaine;1 x par semaine;3 x par semaine;3 x par semaine;A tous les repas;Très rarement;Non;Gout;Je me fie à l'attrait du marketing;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;pas trop gras sucré salé;Oui;Oui;pas forcément ;salade, pâtes + viande, yaourt/fruit;Non;Non;Oui;Non;Non;Non;Non;Non;Non;du sport;charcuterie pour éviter l’acné ;Non;Collège;non;manque de courage et de confiance en soi
2021-11-22 15:24:25.959;Femme;18-34;Citad;Sud;Bac +5;Profession libérale;;;;Oui;True;False;False;1 x par jour;5 x par semaine;A tous les repas;Très rarement;Jamais;Jamais;Jamais;5 x par semaine;Très rarement;Oui;Santé;Je regarde l'étiquette nutritionelle, Je regarde le prix;Je compare les macro nutriments, taux de sel et sucre ;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Avoir toujours une part de féculents, manger varié, équilibrer tous les apports en gras, en sucre, en sel;Une tortilla aux pommes de terre avec une part de haricots verts;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Equilibrer mes apports par rapport à mes besoins (mais personnellement j'ai besoin plutôt de prendre du poids alors c'est faussé comme question...);Oui, plus de légumes plus de fruits frais et de saison, plus d'oléagineux;Non;Collège; ;Par peur du jugement, de la frustration et du coût des séances. 
2021-11-22 15:25:11.247;Femme;18-34;Citad;Sud;Bac +5;Etudiant;;;;Oui;True;False;False;1 x par jour;A tous les repas;A tous les repas;A tous les repas;Jamais;Jamais;Jamais;Très rarement;1 x par semaine;Oui;Gout;Je me fie à l'attrait du marketing;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Varier les aliments ;Oui;Oui;"Manger de ""tout"", manger des produits locaux et le moins possible issus de l'industrie (privilégier les ""vrais"" aliments du marché etc), cuisiner soi même et ne pas acheter tout fait";Pâtes avec des légumes mélanges, puis fruit et yaourt maison et gâteau maison ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Arrêter les fast food, produits transformés, mangez ÉQUILIBRÉ mais pas manger moins, et faire du sport ;J'essaye de manger plus de protéines vegetales étant donné que je ne mange plus de poissonset viandes;Oui;Collège, Lycée, Faculté;Je pense que je suis plutôt informée mais sur comment avoir plus de protéines ;Parce qu'ils ne sont pas assez instruits sur les connaissances et/ou s'en foutent
2021-11-22 15:25:54.350;Femme;18-34;Rural;Sud;Bac;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;3 x par semaine;3 x par semaine;5 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;5 x par semaine;5 x par semaine;Oui;Gout;Je regarde le prix;ses calories;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais;parce que les fruits et légumes sont chers;Oui;manger, bouger ;Oui;Oui;Manger de tout, ne pas manger trop gras ni trop salé ;Pâtes complète, haricot vert et steak haché ;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;je consommerais moins de produits industriels ;je réduis les fast food et gâteaux industriels ;Oui;Collège;Non;Car c'est parfois cher et les gens ont peur d'être jugé
2021-11-22 15:26:57.306;Femme;18-34;Citad;Sud;Bac;Salarié;;;;Non;False;False;False;1 x par jour;Très rarement;1 x par jour;A tous les repas;1 x par semaine;1 x par semaine;1 x par semaine;Jamais;Jamais;Oui;Santé, Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Pas trop gras, pas trop salé pas trop sucré, boire beaucoup d'eau;Oui;Oui;En proportion raisonnable, manger de tout, pas de produit transformer;Riz complet, ratatouille maison, oeuf;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Du sport;Boire moins d'alcool pour des raisons de santé;Oui;Collège, Lycée, Faculté, Milieu professionel;Comment donner ce qu'il faut a mon corps pour sa santé;Trop cher
2021-11-22 15:27:12.882;Femme;35-60;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;5 x par semaine;3 x par semaine;5 x par semaine;1 x par jour;1 x par semaine;1 x par semaine;1 x par semaine;1 x par jour;5 x par semaine;Oui;Santé;Je regarde le prix;;Non;J'esaye d'appliquer;Peu de temps de cuisiner ;Oui;Mangez bougez ;Oui;Oui;Attention aux quantités, variation des plats;Avocat / riz + poulet / yaourt nature fruit;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Plus de sport;Moins de café ;Oui;Lycée;Non;Coût 
2021-11-22 15:28:18.565;Femme;18-34;Citad;Sud;Bac;Etudiant;Salarié;Profession libérale;;Non;False;False;False;1 x par jour;1 x par jour;A tous les repas;1 x par jour;3 x par semaine;1 x par semaine;3 x par semaine;A tous les repas;1 x par jour;Oui;Santé, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Le nutri-score;Non;Oui je connais, Je n'applique pas;Je n’ai pas forcément la possibilité et les moyens de le faire tout les jours et je suis gourmande;Oui;Pas beaucoup de sel et éviter l’alcool;Oui;Oui;Un peu de tout dans l’assiette, féculents, légumes, viandes ou poissons ;Pâtes, haricots verts, steak haché ;Oui;Oui, Non;Non;Non;Oui;Non;Non;Non;Oui, Non;Réduire les quantités ;Manger plus de fruit, légumes et protéines pour être plus en forme pour faire du sport ;Non;Collège;Non :/;Je ne sais pas 
2021-11-22 15:28:40.716;Femme;18-34;Rural;Sud;Bac;Etudiant;Salarié;Profession libérale;;Non;False;False;False;5 x par semaine;3 x par semaine;1 x par jour;5 x par semaine;1 x par semaine;3 x par semaine;3 x par semaine;Très rarement;3 x par semaine;Oui;Le prix;Je regarde le prix;Lipides ;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Manger de saison, local et faire du sport ou un minimum d'activité physique ;Féculent, protéine et fruit/légumes ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui, Non;Manger bien équilibré et faire de l'activité physique ;Oui pour rééquilibre mon alimentation ;Oui;Collège, Lycée;Non;Par manque de moyen 
2021-11-22 15:32:12.915;Homme;18-34;Rural;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;Très rarement;3 x par semaine;1 x par semaine;1 x par jour;1 x par semaine;5 x par semaine;Très rarement;A tous les repas;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;Car je n'ai jamais eu l'habitude de manger des légumes donc je n'en manges que très peu. Et les fruit ça dépend si c'est la saison des fruit que j'aime sinon j'en mange peu aussi;Oui;Ni trop gras, ni trop salé, ni trop sucré;Oui;Oui;Varier les apports en ne mangeant pas toujours la meme viande ou les même légumes;Un steack haché du boucher, avec des frites maison au four et un fromage en dessert ;Non;Oui;Non;Oui;Oui;Non;Non;Oui, Non;Oui;J'ai la mauvaise habitude de sauter des repas pour perdre du poids meme si ce n'est pas une bonne façon, sinon je mange plus de légumes avec moins de plat en sauce;Non;Oui;Lycée, Faculté;Non je sais déja qu'elle n'est pas saine;Car ils ne se rendent peut etre pas compte qu'ils ont un probleme alimentaire
2021-11-22 15:32:40.303;Femme;18-34;Citad;Sud;Bac+3;Salarié;;;;Non;False;False;False;5 x par semaine;Très rarement;A tous les repas;1 x par jour;3 x par semaine;1 x par semaine;3 x par semaine;1 x par jour;Jamais;Non;Gout, Le prix;Je regarde le prix;;Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, Je n'applique pas;Je ne fais pas attention ;Oui;Limiter les sucre rapides et le sel;Oui;Oui;Manger un peu de tout, faire attention aux quantités, essayer d’éviter les plats préparer, cuisiner soit meme;H-v, poisson, riz;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Je limiterai les produits industriels, les fast-food et le grignotage et je ferais plus de sport;Je limite l’alcool pcq je n’aime pas forcément ça et ça fait grossir de fou. Je fais attention à ma conso de coca pcq j’en abuse. ;Non;Collège, Lycée;Non pas vraiment, de manière générale je sais ce qui est bien ou non, après je prends la décision de le mettre en pratique ou non;Se limiter est hyper difficile, une diététicienne ça coûte de l’argent, dénis ? 
2021-11-22 15:34:15.794;Femme;18-34;Rural;Nord;Bac +5;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;3 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Oui;Le prix;Je regarde le prix;Quantité de sucre et les constituants (chimiquement ou non);Non;Oui je connais, Je n'applique pas;Question d’organisation ;Oui;Boire avec précaution ;Oui;Oui;Un bon ratio pour répondre à tout les besoins du corps sans excès ;Légumes frais en entré, légume cuit un peu de féculent et de la viande blanche ou du poisson pour repas et des fruits en dessert ;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Diminuer les féculents et augmenter les légumes ;Diminution de la consommation de viande, car on en mange(personnellement) plus que ce que l’on nécessite ;Oui;Collège;Non;Pas forcément remboursé par la sécu 
2021-11-22 15:34:50.847;Femme;18-34;Rural;Sud;Bac;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;5 x par semaine;A tous les repas;A tous les repas;5 x par semaine;5 x par semaine;1 x par jour;1 x par jour;1 x par semaine;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;;Oui, Produit laitier, Eau, viande, poisson frais, salade;J'esaye d'appliquer;;Non;;Oui;Oui;Bon pour la planète et la santé ;Entrée style salade, Quelques féculents et des légumes et un produit laitier  ;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Légumes ;Légume pour maigrir ;Non;Lycée, Faculté;Ras;Flemme
2021-11-22 15:35:37.829;Homme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;5 x par semaine;Très rarement;A tous les repas;1 x par jour;3 x par semaine;3 x par semaine;1 x par semaine;1 x par jour;Jamais;Oui;Gout, Santé;Je me fie à l'attrait du marketing, Je regarde la provenance du produit;;Non;Oui je connais;;Oui;Mangez bougez;Oui;Oui;Protéines glucides lipides ;Pâtes/riz. Viandes légumes ;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Sport;Consommation de sucre;Oui;Collège, Lycée, Milieu professionel;Non;Sans avis
2021-11-22 15:36:16.843;Homme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;A tous les repas;5 x par semaine;Très rarement;5 x par semaine;3 x par semaine;3 x par semaine;5 x par semaine;Très rarement;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Calories, glucides dont sucres, acides gras dont saturé , protéine ;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;Éviter de manger trop gras, trop sucré, trop salé et les aliments transformés en général ;Oui;Oui;Aliments variés, avec un apports en macro nutriments équilibrés, produits non transformés si possible ;Légumes verts, viande blanche ou poisson, féculent si besoin ou légumineuses ;Non;Non;Non;Non;Non;Non;Non;Non;Non;Être en déficit caloriques avec une alimentation équilibrée;Perte de poids post confinement ;Oui;Collège, Lycée, Faculté, Milieu professionel;Impact des additifs et des faux sucres sur la santé ;A cause du prix et de la meconnaissance de la diététique 
